ID,ALIGN,EYE,HAIR,SEX,ALIVE,APPEARANCES,YEAR,AlignCategory,HairCategory,EyeCategory,SexCategory,AliveCategory
identity unknown,good characters,unknown,brown hair,male characters,living characters,2.0,1996.0,good,dark,unknown,male,living
identity unknown,good characters,unknown,unknown,male characters,living characters,2.0,1996.0,good,unknown,unknown,male,living
public identity,bad characters,brown eyes,unknown,male characters,living characters,2.0,1996.0,bad,unknown,dark,male,living
secret identity,bad characters,unknown,brown hair,male characters,living characters,2.0,1996.0,bad,dark,unknown,male,living
secret identity,bad characters,black eyes,blond hair,female characters,living characters,2.0,1996.0,bad,light,dark,female,living
public identity,bad characters,unknown,brown hair,female characters,living characters,2.0,1996.0,bad,dark,unknown,female,living
secret identity,bad characters,unknown,unknown,female characters,living characters,2.0,1996.0,bad,unknown,unknown,female,living
public identity,good characters,unknown,grey hair,female characters,living characters,2.0,1996.0,good,light,unknown,female,living
secret identity,bad characters,unknown,unknown,male characters,living characters,2.0,1996.0,bad,unknown,unknown,male,living
secret identity,bad characters,unknown,unknown,female characters,deceased characters,2.0,1996.0,bad,unknown,unknown,female,deceased
secret identity,good characters,blue eyes,blond hair,male characters,deceased characters,2.0,1996.0,good,light,light,male,deceased
identity unknown,bad characters,unknown,unknown,female characters,living characters,2.0,1995.0,bad,unknown,unknown,female,living
public identity,good characters,unknown,unknown,male characters,living characters,2.0,1995.0,good,unknown,unknown,male,living
secret identity,bad characters,unknown,unknown,male characters,living characters,2.0,1995.0,bad,unknown,unknown,male,living
secret identity,bad characters,unknown,unknown,male characters,deceased characters,2.0,1995.0,bad,unknown,unknown,male,deceased
secret identity,bad characters,black eyes,white hair,female characters,deceased characters,2.0,1995.0,bad,light,dark,female,deceased
public identity,bad characters,yellow eyes,black hair,male characters,living characters,2.0,1995.0,bad,dark,light,male,living
identity unknown,bad characters,unknown,black hair,male characters,living characters,2.0,1995.0,bad,dark,unknown,male,living
public identity,neutral characters,blue eyes,white hair,male characters,living characters,2.0,1995.0,neutral,light,light,male,living
identity unknown,unknown,orange eyes,unknown,female characters,living characters,2.0,1995.0,unknown,unknown,light,female,living
identity unknown,unknown,unknown,red hair,male characters,living characters,2.0,1995.0,unknown,dark,unknown,male,living
identity unknown,bad characters,unknown,unknown,male characters,living characters,2.0,1995.0,bad,unknown,unknown,male,living
identity unknown,bad characters,unknown,unknown,unknown,living characters,2.0,1995.0,bad,unknown,unknown,unknown,living
public identity,bad characters,unknown,blond hair,female characters,deceased characters,2.0,1995.0,bad,light,unknown,female,deceased
secret identity,bad characters,brown eyes,black hair,male characters,living characters,2.0,1995.0,bad,dark,dark,male,living
identity unknown,good characters,unknown,unknown,male characters,living characters,2.0,1994.0,good,unknown,unknown,male,living
identity unknown,neutral characters,unknown,unknown,male characters,deceased characters,2.0,1994.0,neutral,unknown,unknown,male,deceased
secret identity,bad characters,green eyes,unknown,male characters,living characters,2.0,1994.0,bad,unknown,light,male,living
identity unknown,bad characters,unknown,unknown,male characters,deceased characters,2.0,1994.0,bad,unknown,unknown,male,deceased
identity unknown,bad characters,unknown,unknown,male characters,living characters,2.0,1994.0,bad,unknown,unknown,male,living
identity unknown,bad characters,unknown,unknown,unknown,living characters,2.0,1994.0,bad,unknown,unknown,unknown,living
secret identity,good characters,unknown,unknown,male characters,deceased characters,2.0,1994.0,good,unknown,unknown,male,deceased
secret identity,good characters,blue eyes,blond hair,male characters,living characters,2.0,1994.0,good,light,light,male,living
identity unknown,unknown,unknown,blond hair,male characters,deceased characters,2.0,1994.0,unknown,light,unknown,male,deceased
secret identity,bad characters,brown eyes,black hair,male characters,living characters,2.0,1994.0,bad,dark,dark,male,living
secret identity,good characters,unknown,black hair,male characters,living characters,2.0,1994.0,good,dark,unknown,male,living
secret identity,bad characters,unknown,unknown,male characters,living characters,2.0,1994.0,bad,unknown,unknown,male,living
public identity,bad characters,unknown,black hair,male characters,living characters,2.0,1994.0,bad,dark,unknown,male,living
secret identity,bad characters,unknown,blond hair,male characters,deceased characters,2.0,1994.0,bad,light,unknown,male,deceased
identity unknown,good characters,unknown,brown hair,female characters,living characters,2.0,1994.0,good,dark,unknown,female,living
public identity,bad characters,unknown,white hair,male characters,deceased characters,2.0,1994.0,bad,light,unknown,male,deceased
identity unknown,bad characters,brown eyes,brown hair,female characters,living characters,2.0,1994.0,bad,dark,dark,female,living
secret identity,bad characters,green eyes,red hair,female characters,living characters,2.0,1994.0,bad,dark,light,female,living
identity unknown,bad characters,unknown,unknown,male characters,living characters,2.0,1993.0,bad,unknown,unknown,male,living
secret identity,bad characters,unknown,blond hair,female characters,living characters,2.0,1993.0,bad,light,unknown,female,living
secret identity,good characters,white eyes,black hair,male characters,living characters,2.0,1993.0,good,dark,light,male,living
identity unknown,good characters,unknown,unknown,female characters,living characters,2.0,1993.0,good,unknown,unknown,female,living
secret identity,bad characters,unknown,unknown,male characters,living characters,2.0,1993.0,bad,unknown,unknown,male,living
identity unknown,bad characters,blue eyes,blond hair,male characters,deceased characters,2.0,1993.0,bad,light,light,male,deceased
identity unknown,bad characters,unknown,brown hair,male characters,living characters,2.0,1993.0,bad,dark,unknown,male,living
identity unknown,good characters,yellow eyes,unknown,male characters,living characters,2.0,1993.0,good,unknown,light,male,living
secret identity,good characters,unknown,black hair,male characters,living characters,2.0,1993.0,good,dark,unknown,male,living
identity unknown,bad characters,red eyes,white hair,male characters,deceased characters,2.0,1993.0,bad,light,others,male,deceased
secret identity,bad characters,unknown,blond hair,male characters,living characters,2.0,1992.0,bad,light,unknown,male,living
secret identity,bad characters,unknown,unknown,male characters,living characters,2.0,1992.0,bad,unknown,unknown,male,living
identity unknown,good characters,unknown,blond hair,female characters,living characters,2.0,1992.0,good,light,unknown,female,living
public identity,good characters,unknown,brown hair,male characters,living characters,2.0,1992.0,good,dark,unknown,male,living
public identity,bad characters,red eyes,unknown,male characters,living characters,2.0,1992.0,bad,unknown,others,male,living
identity unknown,good characters,unknown,unknown,male characters,deceased characters,2.0,1992.0,good,unknown,unknown,male,deceased
secret identity,good characters,unknown,unknown,male characters,living characters,2.0,1992.0,good,unknown,unknown,male,living
identity unknown,bad characters,unknown,unknown,male characters,living characters,2.0,1992.0,bad,unknown,unknown,male,living
secret identity,bad characters,blue eyes,white hair,male characters,living characters,2.0,1992.0,bad,light,light,male,living
public identity,neutral characters,brown eyes,black hair,male characters,living characters,2.0,1992.0,neutral,dark,dark,male,living
identity unknown,bad characters,blue eyes,black hair,female characters,living characters,2.0,1992.0,bad,dark,light,female,living
secret identity,bad characters,unknown,brown hair,female characters,living characters,2.0,1992.0,bad,dark,unknown,female,living
public identity,good characters,unknown,blond hair,male characters,living characters,2.0,1992.0,good,light,unknown,male,living
public identity,neutral characters,unknown,red hair,male characters,living characters,2.0,1992.0,neutral,dark,unknown,male,living
public identity,unknown,green eyes,blond hair,female characters,living characters,2.0,1992.0,unknown,light,light,female,living
secret identity,bad characters,unknown,brown hair,male characters,living characters,2.0,1992.0,bad,dark,unknown,male,living
secret identity,good characters,unknown,unknown,female characters,deceased characters,2.0,1992.0,good,unknown,unknown,female,deceased
identity unknown,good characters,unknown,black hair,male characters,deceased characters,2.0,1992.0,good,dark,unknown,male,deceased
secret identity,good characters,blue eyes,blond hair,male characters,living characters,2.0,1991.0,good,light,light,male,living
public identity,bad characters,unknown,brown hair,male characters,deceased characters,2.0,1991.0,bad,dark,unknown,male,deceased
identity unknown,bad characters,unknown,unknown,male characters,living characters,2.0,1991.0,bad,unknown,unknown,male,living
secret identity,bad characters,unknown,blond hair,male characters,living characters,2.0,1991.0,bad,light,unknown,male,living
public identity,bad characters,unknown,black hair,male characters,deceased characters,2.0,1991.0,bad,dark,unknown,male,deceased
identity unknown,bad characters,brown eyes,black hair,female characters,living characters,2.0,1991.0,bad,dark,dark,female,living
identity unknown,bad characters,unknown,unknown,female characters,deceased characters,2.0,1991.0,bad,unknown,unknown,female,deceased
public identity,bad characters,brown eyes,black hair,male characters,living characters,2.0,1991.0,bad,dark,dark,male,living
secret identity,bad characters,unknown,unknown,male characters,living characters,2.0,1991.0,bad,unknown,unknown,male,living
identity unknown,neutral characters,brown eyes,white hair,male characters,living characters,2.0,1990.0,neutral,light,dark,male,living
secret identity,bad characters,unknown,unknown,male characters,living characters,2.0,1990.0,bad,unknown,unknown,male,living
identity unknown,good characters,unknown,unknown,female characters,living characters,2.0,1990.0,good,unknown,unknown,female,living
identity unknown,bad characters,unknown,unknown,male characters,deceased characters,2.0,1990.0,bad,unknown,unknown,male,deceased
identity unknown,neutral characters,unknown,unknown,male characters,living characters,2.0,1990.0,neutral,unknown,unknown,male,living
secret identity,bad characters,brown eyes,black hair,female characters,living characters,2.0,1990.0,bad,dark,dark,female,living
secret identity,bad characters,blue eyes,green hair,male characters,living characters,2.0,1990.0,bad,light,light,male,living
public identity,bad characters,unknown,black hair,male characters,living characters,2.0,1990.0,bad,dark,unknown,male,living
identity unknown,bad characters,unknown,unknown,male characters,living characters,2.0,1990.0,bad,unknown,unknown,male,living
public identity,neutral characters,hazel eyes,brown hair,female characters,living characters,2.0,1990.0,neutral,dark,light,female,living
public identity,good characters,green eyes,red hair,female characters,deceased characters,2.0,1990.0,good,dark,light,female,deceased
public identity,good characters,blue eyes,black hair,female characters,living characters,2.0,1990.0,good,dark,light,female,living
identity unknown,good characters,unknown,unknown,male characters,deceased characters,2.0,1990.0,good,unknown,unknown,male,deceased
public identity,bad characters,grey eyes,brown hair,female characters,living characters,2.0,1990.0,bad,dark,light,female,living
identity unknown,bad characters,white eyes,white hair,male characters,living characters,2.0,1990.0,bad,light,light,male,living
identity unknown,unknown,unknown,unknown,male characters,living characters,2.0,1990.0,unknown,unknown,unknown,male,living
public identity,bad characters,blue eyes,black hair,male characters,living characters,2.0,1990.0,bad,dark,light,male,living
identity unknown,bad characters,unknown,unknown,unknown,living characters,2.0,1990.0,bad,unknown,unknown,unknown,living
identity unknown,bad characters,unknown,brown hair,male characters,deceased characters,2.0,1990.0,bad,dark,unknown,male,deceased
identity unknown,bad characters,brown eyes,brown hair,male characters,living characters,2.0,1990.0,bad,dark,dark,male,living
public identity,good characters,brown eyes,brown hair,male characters,deceased characters,2.0,1990.0,good,dark,dark,male,deceased
public identity,good characters,brown eyes,grey hair,male characters,deceased characters,2.0,1990.0,good,light,dark,male,deceased
identity unknown,good characters,unknown,unknown,male characters,deceased characters,2.0,1989.0,good,unknown,unknown,male,deceased
identity unknown,good characters,unknown,unknown,male characters,living characters,2.0,1989.0,good,unknown,unknown,male,living
identity unknown,good characters,brown eyes,brown hair,female characters,living characters,2.0,1989.0,good,dark,dark,female,living
identity unknown,good characters,unknown,black hair,male characters,living characters,2.0,1989.0,good,dark,unknown,male,living
public identity,good characters,green eyes,brown hair,female characters,living characters,2.0,1989.0,good,dark,light,female,living
public identity,good characters,unknown,black hair,male characters,living characters,2.0,1989.0,good,dark,unknown,male,living
public identity,good characters,brown eyes,black hair,male characters,living characters,2.0,1989.0,good,dark,dark,male,living
public identity,bad characters,unknown,unknown,male characters,living characters,2.0,1989.0,bad,unknown,unknown,male,living
identity unknown,good characters,unknown,black hair,female characters,living characters,2.0,1989.0,good,dark,unknown,female,living
public identity,good characters,blue eyes,blond hair,male characters,living characters,2.0,1989.0,good,light,light,male,living
identity unknown,good characters,brown eyes,brown hair,female characters,deceased characters,2.0,1989.0,good,dark,dark,female,deceased
secret identity,bad characters,unknown,white hair,male characters,deceased characters,2.0,1989.0,bad,light,unknown,male,deceased
identity unknown,neutral characters,unknown,white hair,male characters,living characters,2.0,1989.0,neutral,light,unknown,male,living
identity unknown,good characters,unknown,brown hair,female characters,living characters,2.0,1989.0,good,dark,unknown,female,living
public identity,good characters,unknown,unknown,female characters,living characters,2.0,1989.0,good,unknown,unknown,female,living
identity unknown,unknown,unknown,black hair,male characters,living characters,2.0,1989.0,unknown,dark,unknown,male,living
secret identity,good characters,brown eyes,strawberry blond hair,female characters,living characters,2.0,1989.0,good,light,dark,female,living
secret identity,bad characters,unknown,unknown,male characters,living characters,2.0,1989.0,bad,unknown,unknown,male,living
identity unknown,good characters,unknown,white hair,female characters,deceased characters,2.0,1989.0,good,light,unknown,female,deceased
secret identity,bad characters,unknown,brown hair,male characters,living characters,2.0,1989.0,bad,dark,unknown,male,living
identity unknown,unknown,unknown,blond hair,male characters,living characters,2.0,1989.0,unknown,light,unknown,male,living
identity unknown,good characters,unknown,unknown,female characters,living characters,2.0,1989.0,good,unknown,unknown,female,living
secret identity,good characters,unknown,brown hair,male characters,living characters,2.0,1989.0,good,dark,unknown,male,living
identity unknown,unknown,unknown,unknown,male characters,living characters,2.0,1988.0,unknown,unknown,unknown,male,living
public identity,bad characters,unknown,blond hair,male characters,deceased characters,2.0,1988.0,bad,light,unknown,male,deceased
identity unknown,good characters,unknown,brown hair,female characters,living characters,2.0,1988.0,good,dark,unknown,female,living
secret identity,unknown,unknown,unknown,male characters,living characters,2.0,1988.0,unknown,unknown,unknown,male,living
identity unknown,good characters,unknown,unknown,female characters,deceased characters,2.0,1988.0,good,unknown,unknown,female,deceased
public identity,bad characters,unknown,unknown,male characters,living characters,2.0,1988.0,bad,unknown,unknown,male,living
public identity,good characters,unknown,unknown,male characters,deceased characters,2.0,1988.0,good,unknown,unknown,male,deceased
identity unknown,unknown,unknown,blond hair,male characters,living characters,2.0,1988.0,unknown,light,unknown,male,living
public identity,bad characters,unknown,unknown,female characters,deceased characters,2.0,1988.0,bad,unknown,unknown,female,deceased
public identity,bad characters,unknown,brown hair,male characters,deceased characters,2.0,1988.0,bad,dark,unknown,male,deceased
identity unknown,bad characters,grey eyes,unknown,female characters,living characters,2.0,1988.0,bad,unknown,light,female,living
identity unknown,bad characters,unknown,black hair,male characters,living characters,2.0,1988.0,bad,dark,unknown,male,living
secret identity,bad characters,unknown,black hair,female characters,deceased characters,2.0,1988.0,bad,dark,unknown,female,deceased
public identity,unknown,unknown,brown hair,male characters,living characters,2.0,1988.0,unknown,dark,unknown,male,living
identity unknown,good characters,unknown,orange hair,female characters,living characters,2.0,1988.0,good,light,unknown,female,living
identity unknown,unknown,unknown,red hair,female characters,living characters,2.0,1988.0,unknown,dark,unknown,female,living
public identity,neutral characters,photocellular eyes,unknown,genderless characters,living characters,2.0,1988.0,neutral,unknown,others,genderless,living
secret identity,good characters,black eyes,blond hair,male characters,deceased characters,2.0,1988.0,good,light,dark,male,deceased
public identity,good characters,brown eyes,black hair,male characters,living characters,2.0,1988.0,good,dark,dark,male,living
identity unknown,bad characters,unknown,unknown,male characters,deceased characters,2.0,1988.0,bad,unknown,unknown,male,deceased
public identity,bad characters,blue eyes,red hair,male characters,living characters,2.0,1988.0,bad,dark,light,male,living
secret identity,bad characters,unknown,unknown,male characters,living characters,2.0,1988.0,bad,unknown,unknown,male,living
identity unknown,good characters,unknown,unknown,male characters,living characters,2.0,1988.0,good,unknown,unknown,male,living
identity unknown,unknown,unknown,unknown,male characters,deceased characters,2.0,1988.0,unknown,unknown,unknown,male,deceased
identity unknown,unknown,unknown,grey hair,male characters,living characters,2.0,1988.0,unknown,light,unknown,male,living
identity unknown,neutral characters,unknown,brown hair,male characters,living characters,2.0,1988.0,neutral,dark,unknown,male,living
public identity,good characters,unknown,black hair,female characters,deceased characters,2.0,1988.0,good,dark,unknown,female,deceased
public identity,unknown,auburn hair,unknown,female characters,living characters,2.0,1988.0,unknown,unknown,others,female,living
public identity,good characters,black eyes,black hair,male characters,living characters,2.0,1988.0,good,dark,dark,male,living
secret identity,good characters,unknown,blond hair,male characters,living characters,2.0,1988.0,good,light,unknown,male,living
secret identity,good characters,green eyes,red hair,male characters,living characters,2.0,1988.0,good,dark,light,male,living
public identity,good characters,blue eyes,red hair,male characters,living characters,2.0,1988.0,good,dark,light,male,living
secret identity,bad characters,unknown,strawberry blond hair,male characters,living characters,2.0,1988.0,bad,light,unknown,male,living
secret identity,good characters,blue eyes,black hair,male characters,living characters,2.0,1988.0,good,dark,light,male,living
identity unknown,good characters,unknown,unknown,female characters,living characters,2.0,1988.0,good,unknown,unknown,female,living
identity unknown,good characters,unknown,unknown,female characters,living characters,2.0,1987.0,good,unknown,unknown,female,living
secret identity,good characters,unknown,unknown,male characters,deceased characters,2.0,1987.0,good,unknown,unknown,male,deceased
public identity,good characters,unknown,unknown,male characters,deceased characters,2.0,1987.0,good,unknown,unknown,male,deceased
identity unknown,bad characters,unknown,unknown,male characters,living characters,2.0,1987.0,bad,unknown,unknown,male,living
identity unknown,bad characters,unknown,unknown,female characters,living characters,2.0,1987.0,bad,unknown,unknown,female,living
public identity,good characters,green eyes,black hair,female characters,living characters,2.0,1987.0,good,dark,light,female,living
secret identity,bad characters,unknown,unknown,male characters,deceased characters,2.0,1987.0,bad,unknown,unknown,male,deceased
secret identity,good characters,unknown,brown hair,male characters,living characters,2.0,1987.0,good,dark,unknown,male,living
public identity,bad characters,blue eyes,brown hair,male characters,deceased characters,2.0,1987.0,bad,dark,light,male,deceased
public identity,neutral characters,blue eyes,blond hair,male characters,living characters,2.0,1987.0,neutral,light,light,male,living
identity unknown,bad characters,unknown,unknown,male characters,deceased characters,2.0,1987.0,bad,unknown,unknown,male,deceased
identity unknown,bad characters,unknown,black hair,female characters,living characters,2.0,1987.0,bad,dark,unknown,female,living
public identity,good characters,brown eyes,white hair,male characters,living characters,2.0,1987.0,good,light,dark,male,living
public identity,bad characters,black eyes,black hair,male characters,living characters,2.0,1987.0,bad,dark,dark,male,living
identity unknown,good characters,unknown,grey hair,male characters,living characters,2.0,1987.0,good,light,unknown,male,living
secret identity,neutral characters,brown eyes,black hair,male characters,living characters,2.0,1987.0,neutral,dark,dark,male,living
public identity,good characters,unknown,brown hair,male characters,deceased characters,2.0,1986.0,good,dark,unknown,male,deceased
public identity,neutral characters,white eyes,brown hair,male characters,deceased characters,2.0,1986.0,neutral,dark,light,male,deceased
secret identity,bad characters,unknown,brown hair,male characters,living characters,2.0,1986.0,bad,dark,unknown,male,living
identity unknown,unknown,unknown,black hair,male characters,living characters,2.0,1986.0,unknown,dark,unknown,male,living
public identity,good characters,unknown,black hair,female characters,living characters,2.0,1986.0,good,dark,unknown,female,living
public identity,good characters,unknown,black hair,male characters,deceased characters,2.0,1986.0,good,dark,unknown,male,deceased
public identity,good characters,black eyes,black hair,male characters,deceased characters,2.0,1986.0,good,dark,dark,male,deceased
identity unknown,good characters,unknown,unknown,unknown,living characters,2.0,1986.0,good,unknown,unknown,unknown,living
secret identity,bad characters,unknown,unknown,female characters,living characters,2.0,1985.0,bad,unknown,unknown,female,living
identity unknown,bad characters,brown eyes,black hair,male characters,living characters,2.0,1985.0,bad,dark,dark,male,living
public identity,bad characters,unknown,black hair,male characters,living characters,2.0,1985.0,bad,dark,unknown,male,living
public identity,good characters,red eyes,red hair,male characters,living characters,2.0,1985.0,good,dark,others,male,living
identity unknown,unknown,red eyes,grey hair,male characters,living characters,2.0,1985.0,unknown,light,others,male,living
identity unknown,bad characters,unknown,unknown,male characters,living characters,2.0,1984.0,bad,unknown,unknown,male,living
identity unknown,bad characters,unknown,unknown,unknown,living characters,2.0,1984.0,bad,unknown,unknown,unknown,living
public identity,neutral characters,unknown,grey hair,male characters,living characters,2.0,1984.0,neutral,light,unknown,male,living
identity unknown,bad characters,unknown,unknown,male characters,deceased characters,2.0,1984.0,bad,unknown,unknown,male,deceased
public identity,good characters,unknown,unknown,male characters,deceased characters,2.0,1984.0,good,unknown,unknown,male,deceased
public identity,good characters,unknown,black hair,male characters,living characters,2.0,1984.0,good,dark,unknown,male,living
identity unknown,unknown,unknown,brown hair,male characters,living characters,2.0,1984.0,unknown,dark,unknown,male,living
secret identity,bad characters,blue eyes,brown hair,male characters,deceased characters,2.0,1984.0,bad,dark,light,male,deceased
public identity,bad characters,unknown,black hair,male characters,deceased characters,2.0,1984.0,bad,dark,unknown,male,deceased
secret identity,bad characters,blue eyes,black hair,male characters,deceased characters,2.0,1984.0,bad,dark,light,male,deceased
secret identity,bad characters,unknown,unknown,male characters,living characters,2.0,1983.0,bad,unknown,unknown,male,living
public identity,good characters,unknown,unknown,male characters,deceased characters,2.0,1983.0,good,unknown,unknown,male,deceased
identity unknown,bad characters,unknown,red hair,female characters,living characters,2.0,1983.0,bad,dark,unknown,female,living
identity unknown,bad characters,unknown,unknown,male characters,living characters,2.0,1983.0,bad,unknown,unknown,male,living
secret identity,bad characters,unknown,black hair,male characters,living characters,2.0,1983.0,bad,dark,unknown,male,living
identity unknown,bad characters,unknown,unknown,unknown,living characters,2.0,1983.0,bad,unknown,unknown,unknown,living
identity unknown,good characters,unknown,white hair,male characters,deceased characters,2.0,1983.0,good,light,unknown,male,deceased
identity unknown,good characters,unknown,unknown,male characters,deceased characters,2.0,1983.0,good,unknown,unknown,male,deceased
public identity,bad characters,gold eyes,black hair,female characters,living characters,2.0,1983.0,bad,dark,light,female,living
identity unknown,bad characters,unknown,brown hair,female characters,living characters,2.0,1983.0,bad,dark,unknown,female,living
identity unknown,bad characters,unknown,brown hair,male characters,living characters,2.0,1983.0,bad,dark,unknown,male,living
identity unknown,unknown,green eyes,brown hair,female characters,deceased characters,2.0,1983.0,unknown,dark,light,female,deceased
secret identity,bad characters,unknown,unknown,female characters,living characters,2.0,1983.0,bad,unknown,unknown,female,living
identity unknown,bad characters,unknown,black hair,female characters,living characters,2.0,1983.0,bad,dark,unknown,female,living
identity unknown,bad characters,unknown,blond hair,male characters,living characters,2.0,1983.0,bad,light,unknown,male,living
public identity,bad characters,brown eyes,white hair,male characters,deceased characters,2.0,1982.0,bad,light,dark,male,deceased
secret identity,bad characters,unknown,unknown,male characters,deceased characters,2.0,1982.0,bad,unknown,unknown,male,deceased
identity unknown,bad characters,unknown,unknown,male characters,living characters,2.0,1982.0,bad,unknown,unknown,male,living
secret identity,bad characters,unknown,black hair,male characters,living characters,2.0,1982.0,bad,dark,unknown,male,living
secret identity,bad characters,blue eyes,black hair,male characters,living characters,2.0,1982.0,bad,dark,light,male,living
public identity,unknown,unknown,black hair,male characters,living characters,2.0,1982.0,unknown,dark,unknown,male,living
identity unknown,bad characters,brown eyes,blond hair,male characters,living characters,2.0,1982.0,bad,light,dark,male,living
secret identity,bad characters,unknown,white hair,male characters,living characters,2.0,1982.0,bad,light,unknown,male,living
identity unknown,good characters,unknown,brown hair,male characters,living characters,2.0,1982.0,good,dark,unknown,male,living
identity unknown,bad characters,unknown,unknown,female characters,living characters,2.0,1982.0,bad,unknown,unknown,female,living
public identity,bad characters,unknown,blond hair,male characters,living characters,2.0,1982.0,bad,light,unknown,male,living
public identity,good characters,red eyes,brown hair,male characters,deceased characters,2.0,1982.0,good,dark,others,male,deceased
identity unknown,good characters,unknown,red hair,male characters,living characters,2.0,1982.0,good,dark,unknown,male,living
identity unknown,good characters,unknown,unknown,male characters,living characters,2.0,1981.0,good,unknown,unknown,male,living
public identity,bad characters,unknown,white hair,male characters,deceased characters,2.0,1981.0,bad,light,unknown,male,deceased
secret identity,bad characters,unknown,unknown,male characters,living characters,2.0,1981.0,bad,unknown,unknown,male,living
identity unknown,good characters,unknown,black hair,male characters,deceased characters,2.0,1981.0,good,dark,unknown,male,deceased
secret identity,bad characters,unknown,unknown,female characters,living characters,2.0,1981.0,bad,unknown,unknown,female,living
identity unknown,bad characters,unknown,black hair,male characters,living characters,2.0,1981.0,bad,dark,unknown,male,living
secret identity,bad characters,unknown,blond hair,male characters,living characters,2.0,1981.0,bad,light,unknown,male,living
identity unknown,bad characters,unknown,unknown,male characters,living characters,2.0,1980.0,bad,unknown,unknown,male,living
identity unknown,good characters,unknown,unknown,male characters,deceased characters,2.0,1980.0,good,unknown,unknown,male,deceased
identity unknown,neutral characters,unknown,black hair,male characters,living characters,2.0,1979.0,neutral,dark,unknown,male,living
secret identity,bad characters,unknown,brown hair,female characters,living characters,2.0,1978.0,bad,dark,unknown,female,living
secret identity,bad characters,unknown,brown hair,male characters,living characters,2.0,1978.0,bad,dark,unknown,male,living
identity unknown,good characters,unknown,unknown,male characters,deceased characters,2.0,1978.0,good,unknown,unknown,male,deceased
identity unknown,bad characters,unknown,black hair,male characters,deceased characters,2.0,1978.0,bad,dark,unknown,male,deceased
public identity,good characters,unknown,brown hair,male characters,living characters,2.0,1978.0,good,dark,unknown,male,living
identity unknown,bad characters,unknown,black hair,male characters,living characters,2.0,1978.0,bad,dark,unknown,male,living
identity unknown,good characters,unknown,brown hair,female characters,living characters,2.0,1978.0,good,dark,unknown,female,living
identity unknown,bad characters,unknown,unknown,male characters,living characters,2.0,1978.0,bad,unknown,unknown,male,living
secret identity,bad characters,black eyes,black hair,male characters,living characters,2.0,1977.0,bad,dark,dark,male,living
secret identity,good characters,unknown,unknown,male characters,living characters,2.0,1976.0,good,unknown,unknown,male,living
secret identity,good characters,blue eyes,unknown,male characters,living characters,2.0,1976.0,good,unknown,light,male,living
secret identity,bad characters,blue eyes,black hair,male characters,deceased characters,2.0,1976.0,bad,dark,light,male,deceased
secret identity,good characters,unknown,red hair,male characters,living characters,2.0,1976.0,good,dark,unknown,male,living
secret identity,good characters,unknown,blond hair,female characters,living characters,2.0,1976.0,good,light,unknown,female,living
secret identity,good characters,red eyes,unknown,male characters,deceased characters,2.0,1976.0,good,unknown,others,male,deceased
identity unknown,bad characters,unknown,unknown,male characters,living characters,2.0,1976.0,bad,unknown,unknown,male,living
secret identity,bad characters,unknown,black hair,male characters,living characters,2.0,1975.0,bad,dark,unknown,male,living
secret identity,bad characters,unknown,blond hair,male characters,living characters,2.0,1974.0,bad,light,unknown,male,living
identity unknown,bad characters,unknown,white hair,male characters,living characters,2.0,1973.0,bad,light,unknown,male,living
identity unknown,neutral characters,unknown,unknown,male characters,living characters,2.0,1973.0,neutral,unknown,unknown,male,living
identity unknown,unknown,unknown,brown hair,male characters,deceased characters,2.0,1973.0,unknown,dark,unknown,male,deceased
identity unknown,good characters,brown eyes,black hair,male characters,deceased characters,2.0,1972.0,good,dark,dark,male,deceased
public identity,good characters,unknown,blond hair,male characters,deceased characters,2.0,1972.0,good,light,unknown,male,deceased
identity unknown,bad characters,black eyes,black hair,male characters,living characters,2.0,1972.0,bad,dark,dark,male,living
identity unknown,good characters,unknown,unknown,male characters,living characters,2.0,1971.0,good,unknown,unknown,male,living
identity unknown,bad characters,unknown,unknown,male characters,living characters,2.0,1971.0,bad,unknown,unknown,male,living
identity unknown,bad characters,unknown,black hair,male characters,living characters,2.0,1968.0,bad,dark,unknown,male,living
secret identity,good characters,photocellular eyes,unknown,female characters,living characters,2.0,1968.0,good,unknown,others,female,living
secret identity,bad characters,photocellular eyes,unknown,male characters,living characters,2.0,1968.0,bad,unknown,others,male,living
identity unknown,bad characters,unknown,unknown,male characters,living characters,2.0,1967.0,bad,unknown,unknown,male,living
secret identity,unknown,unknown,unknown,female characters,living characters,2.0,1967.0,unknown,unknown,unknown,female,living
identity unknown,bad characters,unknown,brown hair,male characters,deceased characters,2.0,1966.0,bad,dark,unknown,male,deceased
identity unknown,unknown,unknown,unknown,male characters,living characters,2.0,1966.0,unknown,unknown,unknown,male,living
public identity,good characters,black eyes,unknown,male characters,deceased characters,2.0,1966.0,good,unknown,dark,male,deceased
identity unknown,good characters,unknown,unknown,male characters,living characters,2.0,1966.0,good,unknown,unknown,male,living
public identity,good characters,unknown,unknown,male characters,living characters,2.0,1966.0,good,unknown,unknown,male,living
identity unknown,bad characters,unknown,black hair,male characters,living characters,2.0,1966.0,bad,dark,unknown,male,living
public identity,good characters,blue eyes,blond hair,female characters,living characters,2.0,1966.0,good,light,light,female,living
public identity,bad characters,unknown,unknown,male characters,living characters,2.0,1966.0,bad,unknown,unknown,male,living
secret identity,bad characters,green eyes,blond hair,male characters,living characters,2.0,1965.0,bad,light,light,male,living
