ID,ALIGN,EYE,HAIR,SEX,ALIVE,APPEARANCES,YEAR,AlignCategory,HairCategory,EyeCategory,SexCategory,AliveCategory
secret identity,good characters,grey eyes,black hair,male characters,deceased characters,10.0,1961.0,good,dark,light,male,deceased
public identity,good characters,unknown,unknown,male characters,living characters,10.0,1961.0,good,unknown,unknown,male,living
identity unknown,good characters,yellow eyes,unknown,male characters,living characters,10.0,1961.0,good,unknown,light,male,living
secret identity,bad characters,hazel eyes,grey hair,male characters,living characters,10.0,1960.0,bad,light,light,male,living
public identity,good characters,unknown,red hair,male characters,deceased characters,10.0,1959.0,good,dark,unknown,male,deceased
identity unknown,bad characters,unknown,unknown,male characters,living characters,10.0,1959.0,bad,unknown,unknown,male,living
public identity,bad characters,unknown,unknown,male characters,deceased characters,10.0,1956.0,bad,unknown,unknown,male,deceased
identity unknown,bad characters,blue eyes,black hair,male characters,living characters,10.0,1956.0,bad,dark,light,male,living
public identity,good characters,brown eyes,brown hair,male characters,living characters,10.0,1954.0,good,dark,dark,male,living
public identity,good characters,unknown,brown hair,male characters,living characters,10.0,1953.0,good,dark,unknown,male,living
public identity,good characters,unknown,white hair,male characters,living characters,10.0,1948.0,good,light,unknown,male,living
public identity,bad characters,blue eyes,blond hair,female characters,living characters,10.0,1944.0,bad,light,light,female,living
public identity,unknown,unknown,black hair,male characters,living characters,10.0,1940.0,unknown,dark,unknown,male,living
public identity,bad characters,unknown,unknown,male characters,deceased characters,9.0,2010.0,bad,unknown,unknown,male,deceased
secret identity,good characters,unknown,unknown,male characters,living characters,9.0,2010.0,good,unknown,unknown,male,living
public identity,good characters,red eyes,unknown,female characters,living characters,9.0,2010.0,good,unknown,others,female,living
identity unknown,neutral characters,unknown,black hair,female characters,living characters,9.0,2009.0,neutral,dark,unknown,female,living
identity unknown,bad characters,black eyes,unknown,male characters,living characters,9.0,2009.0,bad,unknown,dark,male,living
public identity,bad characters,unknown,red hair,female characters,deceased characters,9.0,2009.0,bad,dark,unknown,female,deceased
secret identity,good characters,blue eyes,brown hair,female characters,living characters,9.0,2009.0,good,dark,light,female,living
identity unknown,bad characters,unknown,unknown,male characters,living characters,9.0,2009.0,bad,unknown,unknown,male,living
identity unknown,bad characters,unknown,unknown,male characters,living characters,9.0,2008.0,bad,unknown,unknown,male,living
secret identity,good characters,unknown,red hair,male characters,living characters,9.0,2008.0,good,dark,unknown,male,living
secret identity,bad characters,unknown,unknown,male characters,living characters,9.0,2008.0,bad,unknown,unknown,male,living
identity unknown,good characters,unknown,unknown,female characters,living characters,9.0,2008.0,good,unknown,unknown,female,living
identity unknown,good characters,brown eyes,black hair,male characters,living characters,9.0,2008.0,good,dark,dark,male,living
identity unknown,neutral characters,unknown,blond hair,male characters,living characters,9.0,2008.0,neutral,light,unknown,male,living
secret identity,good characters,brown eyes,brown hair,male characters,living characters,9.0,2008.0,good,dark,dark,male,living
public identity,neutral characters,unknown,red hair,female characters,living characters,9.0,2008.0,neutral,dark,unknown,female,living
public identity,bad characters,blue eyes,blond hair,female characters,living characters,9.0,2008.0,bad,light,light,female,living
public identity,bad characters,blue eyes,black hair,female characters,living characters,9.0,2008.0,bad,dark,light,female,living
secret identity,bad characters,yellow eyes,unknown,male characters,living characters,9.0,2008.0,bad,unknown,light,male,living
identity unknown,bad characters,green eyes,black hair,female characters,living characters,9.0,2008.0,bad,dark,light,female,living
secret identity,unknown,green eyes,unknown,male characters,deceased characters,9.0,2007.0,unknown,unknown,light,male,deceased
identity unknown,bad characters,unknown,unknown,male characters,living characters,9.0,2007.0,bad,unknown,unknown,male,living
identity unknown,unknown,unknown,brown hair,female characters,living characters,9.0,2007.0,unknown,dark,unknown,female,living
public identity,bad characters,unknown,black hair,male characters,living characters,9.0,2006.0,bad,dark,unknown,male,living
secret identity,good characters,unknown,unknown,female characters,living characters,9.0,2006.0,good,unknown,unknown,female,living
secret identity,unknown,unknown,brown hair,male characters,living characters,9.0,2006.0,unknown,dark,unknown,male,living
secret identity,good characters,unknown,unknown,male characters,living characters,9.0,2006.0,good,unknown,unknown,male,living
identity unknown,good characters,unknown,brown hair,male characters,living characters,9.0,2006.0,good,dark,unknown,male,living
public identity,good characters,blue eyes,brown hair,female characters,living characters,9.0,2006.0,good,dark,light,female,living
public identity,unknown,unknown,unknown,male characters,living characters,9.0,2006.0,unknown,unknown,unknown,male,living
secret identity,good characters,unknown,unknown,male characters,deceased characters,9.0,2006.0,good,unknown,unknown,male,deceased
secret identity,bad characters,white eyes,unknown,male characters,deceased characters,9.0,2006.0,bad,unknown,light,male,deceased
identity unknown,good characters,unknown,unknown,male characters,deceased characters,9.0,2006.0,good,unknown,unknown,male,deceased
public identity,good characters,unknown,blond hair,female characters,living characters,9.0,2005.0,good,light,unknown,female,living
identity unknown,good characters,unknown,blond hair,female characters,living characters,9.0,2005.0,good,light,unknown,female,living
public identity,good characters,blue eyes,white hair,male characters,living characters,9.0,2005.0,good,light,light,male,living
public identity,bad characters,unknown,unknown,male characters,living characters,9.0,2004.0,bad,unknown,unknown,male,living
secret identity,bad characters,blue eyes,blond hair,male characters,living characters,9.0,2004.0,bad,light,light,male,living
secret identity,bad characters,brown eyes,unknown,male characters,living characters,9.0,2003.0,bad,unknown,dark,male,living
public identity,good characters,unknown,brown hair,male characters,living characters,9.0,2003.0,good,dark,unknown,male,living
identity unknown,good characters,unknown,unknown,male characters,deceased characters,9.0,2003.0,good,unknown,unknown,male,deceased
identity unknown,good characters,unknown,brown hair,male characters,deceased characters,9.0,2003.0,good,dark,unknown,male,deceased
identity unknown,good characters,brown eyes,black hair,female characters,living characters,9.0,2003.0,good,dark,dark,female,living
secret identity,bad characters,black eyes,unknown,male characters,living characters,9.0,2003.0,bad,unknown,dark,male,living
secret identity,bad characters,unknown,grey hair,female characters,living characters,9.0,2002.0,bad,light,unknown,female,living
secret identity,bad characters,unknown,unknown,male characters,living characters,9.0,2002.0,bad,unknown,unknown,male,living
secret identity,bad characters,brown eyes,brown hair,male characters,living characters,9.0,2002.0,bad,dark,dark,male,living
public identity,good characters,brown eyes,black hair,male characters,living characters,9.0,2002.0,good,dark,dark,male,living
public identity,good characters,unknown,black hair,male characters,living characters,9.0,2002.0,good,dark,unknown,male,living
identity unknown,bad characters,unknown,blond hair,male characters,deceased characters,9.0,2002.0,bad,light,unknown,male,deceased
secret identity,bad characters,unknown,brown hair,male characters,deceased characters,9.0,2001.0,bad,dark,unknown,male,deceased
public identity,good characters,brown eyes,black hair,female characters,living characters,9.0,2001.0,good,dark,dark,female,living
public identity,good characters,unknown,black hair,male characters,living characters,9.0,2001.0,good,dark,unknown,male,living
secret identity,good characters,blue eyes,red hair,female characters,living characters,9.0,2000.0,good,dark,light,female,living
secret identity,good characters,brown eyes,black hair,female characters,living characters,9.0,2000.0,good,dark,dark,female,living
public identity,neutral characters,unknown,black hair,female characters,living characters,9.0,1999.0,neutral,dark,unknown,female,living
secret identity,bad characters,brown eyes,black hair,male characters,living characters,9.0,1999.0,bad,dark,dark,male,living
secret identity,bad characters,brown eyes,brown hair,male characters,deceased characters,9.0,1998.0,bad,dark,dark,male,deceased
secret identity,good characters,black eyes,unknown,male characters,deceased characters,9.0,1998.0,good,unknown,dark,male,deceased
public identity,bad characters,black eyes,unknown,male characters,living characters,9.0,1998.0,bad,unknown,dark,male,living
public identity,good characters,blue eyes,blond hair,female characters,deceased characters,9.0,1997.0,good,light,light,female,deceased
secret identity,bad characters,white eyes,unknown,male characters,living characters,9.0,1997.0,bad,unknown,light,male,living
public identity,unknown,unknown,unknown,male characters,living characters,9.0,1997.0,unknown,unknown,unknown,male,living
identity unknown,unknown,unknown,unknown,male characters,living characters,9.0,1997.0,unknown,unknown,unknown,male,living
public identity,good characters,unknown,black hair,male characters,living characters,9.0,1996.0,good,dark,unknown,male,living
public identity,good characters,unknown,black hair,female characters,living characters,9.0,1996.0,good,dark,unknown,female,living
public identity,bad characters,unknown,unknown,female characters,living characters,9.0,1996.0,bad,unknown,unknown,female,living
public identity,good characters,unknown,brown hair,female characters,living characters,9.0,1995.0,good,dark,unknown,female,living
public identity,unknown,unknown,unknown,male characters,living characters,9.0,1995.0,unknown,unknown,unknown,male,living
secret identity,bad characters,brown eyes,black hair,male characters,deceased characters,9.0,1995.0,bad,dark,dark,male,deceased
identity unknown,neutral characters,unknown,unknown,male characters,living characters,9.0,1995.0,neutral,unknown,unknown,male,living
secret identity,good characters,black eyes,brown hair,male characters,living characters,9.0,1995.0,good,dark,dark,male,living
secret identity,bad characters,black eyes,black hair,female characters,living characters,9.0,1995.0,bad,dark,dark,female,living
public identity,good characters,black eyes,grey hair,female characters,deceased characters,9.0,1995.0,good,light,dark,female,deceased
identity unknown,bad characters,blue eyes,blond hair,female characters,living characters,9.0,1995.0,bad,light,light,female,living
secret identity,good characters,unknown,unknown,male characters,living characters,9.0,1994.0,good,unknown,unknown,male,living
identity unknown,good characters,unknown,blond hair,female characters,living characters,9.0,1994.0,good,light,unknown,female,living
identity unknown,good characters,unknown,brown hair,female characters,living characters,9.0,1994.0,good,dark,unknown,female,living
secret identity,bad characters,unknown,brown hair,male characters,deceased characters,9.0,1994.0,bad,dark,unknown,male,deceased
public identity,good characters,unknown,brown hair,female characters,living characters,9.0,1994.0,good,dark,unknown,female,living
secret identity,bad characters,blue eyes,red hair,male characters,living characters,9.0,1994.0,bad,dark,light,male,living
public identity,good characters,brown eyes,red hair,female characters,living characters,9.0,1993.0,good,dark,dark,female,living
identity unknown,bad characters,unknown,unknown,female characters,deceased characters,9.0,1993.0,bad,unknown,unknown,female,deceased
public identity,bad characters,unknown,brown hair,male characters,living characters,9.0,1993.0,bad,dark,unknown,male,living
identity unknown,good characters,unknown,unknown,male characters,living characters,9.0,1993.0,good,unknown,unknown,male,living
identity unknown,bad characters,unknown,unknown,male characters,deceased characters,9.0,1993.0,bad,unknown,unknown,male,deceased
public identity,good characters,unknown,unknown,male characters,deceased characters,9.0,1993.0,good,unknown,unknown,male,deceased
identity unknown,bad characters,unknown,unknown,male characters,living characters,9.0,1992.0,bad,unknown,unknown,male,living
public identity,bad characters,green eyes,white hair,male characters,deceased characters,9.0,1992.0,bad,light,light,male,deceased
public identity,bad characters,blue eyes,blond hair,male characters,deceased characters,9.0,1992.0,bad,light,light,male,deceased
identity unknown,bad characters,blue eyes,brown hair,male characters,deceased characters,9.0,1992.0,bad,dark,light,male,deceased
identity unknown,good characters,unknown,unknown,male characters,living characters,9.0,1992.0,good,unknown,unknown,male,living
public identity,bad characters,red eyes,unknown,male characters,living characters,9.0,1992.0,bad,unknown,others,male,living
identity unknown,neutral characters,brown eyes,black hair,female characters,deceased characters,9.0,1992.0,neutral,dark,dark,female,deceased
secret identity,good characters,unknown,unknown,male characters,living characters,9.0,1992.0,good,unknown,unknown,male,living
identity unknown,unknown,unknown,blond hair,female characters,living characters,9.0,1991.0,unknown,light,unknown,female,living
public identity,bad characters,red eyes,unknown,male characters,living characters,9.0,1991.0,bad,unknown,others,male,living
public identity,neutral characters,brown eyes,brown hair,female characters,living characters,9.0,1991.0,neutral,dark,dark,female,living
identity unknown,unknown,unknown,unknown,male characters,living characters,9.0,1991.0,unknown,unknown,unknown,male,living
secret identity,bad characters,black eyes,black hair,male characters,living characters,9.0,1991.0,bad,dark,dark,male,living
secret identity,unknown,green eyes,brown hair,female characters,living characters,9.0,1991.0,unknown,dark,light,female,living
identity unknown,neutral characters,green eyes,red hair,female characters,living characters,9.0,1990.0,neutral,dark,light,female,living
public identity,neutral characters,unknown,black hair,male characters,living characters,9.0,1990.0,neutral,dark,unknown,male,living
identity unknown,good characters,unknown,unknown,male characters,living characters,9.0,1990.0,good,unknown,unknown,male,living
secret identity,bad characters,black eyes,black hair,male characters,living characters,9.0,1990.0,bad,dark,dark,male,living
public identity,bad characters,white eyes,unknown,female characters,living characters,9.0,1990.0,bad,unknown,light,female,living
public identity,bad characters,unknown,black hair,male characters,living characters,9.0,1990.0,bad,dark,unknown,male,living
identity unknown,good characters,brown eyes,black hair,male characters,living characters,9.0,1990.0,good,dark,dark,male,living
identity unknown,good characters,unknown,white hair,male characters,living characters,9.0,1989.0,good,light,unknown,male,living
secret identity,neutral characters,brown eyes,blue hair,male characters,living characters,9.0,1989.0,neutral,light,dark,male,living
public identity,good characters,unknown,white hair,male characters,living characters,9.0,1989.0,good,light,unknown,male,living
public identity,good characters,unknown,unknown,female characters,living characters,9.0,1989.0,good,unknown,unknown,female,living
public identity,good characters,brown eyes,black hair,female characters,living characters,9.0,1989.0,good,dark,dark,female,living
public identity,good characters,unknown,grey hair,female characters,living characters,9.0,1989.0,good,light,unknown,female,living
public identity,bad characters,brown eyes,brown hair,female characters,deceased characters,9.0,1989.0,bad,dark,dark,female,deceased
public identity,unknown,brown eyes,red hair,female characters,living characters,9.0,1989.0,unknown,dark,dark,female,living
public identity,bad characters,unknown,brown hair,male characters,deceased characters,9.0,1988.0,bad,dark,unknown,male,deceased
identity unknown,good characters,blue eyes,blond hair,female characters,living characters,9.0,1988.0,good,light,light,female,living
identity unknown,bad characters,unknown,brown hair,female characters,living characters,9.0,1988.0,bad,dark,unknown,female,living
identity unknown,good characters,grey eyes,blond hair,male characters,living characters,9.0,1988.0,good,light,light,male,living
identity unknown,good characters,blue eyes,brown hair,male characters,living characters,9.0,1988.0,good,dark,light,male,living
public identity,bad characters,brown eyes,black hair,male characters,deceased characters,9.0,1988.0,bad,dark,dark,male,deceased
identity unknown,good characters,brown eyes,black hair,male characters,deceased characters,9.0,1988.0,good,dark,dark,male,deceased
identity unknown,good characters,unknown,brown hair,male characters,living characters,9.0,1988.0,good,dark,unknown,male,living
identity unknown,unknown,unknown,blond hair,male characters,living characters,9.0,1987.0,unknown,light,unknown,male,living
public identity,good characters,unknown,unknown,male characters,deceased characters,9.0,1987.0,good,unknown,unknown,male,deceased
public identity,bad characters,unknown,black hair,male characters,deceased characters,9.0,1987.0,bad,dark,unknown,male,deceased
secret identity,bad characters,brown eyes,black hair,male characters,deceased characters,9.0,1987.0,bad,dark,dark,male,deceased
identity unknown,good characters,blue eyes,brown hair,male characters,living characters,9.0,1987.0,good,dark,light,male,living
public identity,good characters,unknown,unknown,male characters,deceased characters,9.0,1986.0,good,unknown,unknown,male,deceased
identity unknown,bad characters,unknown,black hair,male characters,deceased characters,9.0,1986.0,bad,dark,unknown,male,deceased
secret identity,bad characters,unknown,black hair,male characters,deceased characters,9.0,1986.0,bad,dark,unknown,male,deceased
public identity,good characters,unknown,brown hair,male characters,living characters,9.0,1985.0,good,dark,unknown,male,living
secret identity,bad characters,unknown,brown hair,male characters,living characters,9.0,1985.0,bad,dark,unknown,male,living
public identity,good characters,brown eyes,black hair,male characters,living characters,9.0,1985.0,good,dark,dark,male,living
identity unknown,good characters,unknown,white hair,male characters,living characters,9.0,1984.0,good,light,unknown,male,living
public identity,neutral characters,brown eyes,brown hair,male characters,living characters,9.0,1984.0,neutral,dark,dark,male,living
public identity,good characters,black eyes,unknown,male characters,deceased characters,9.0,1983.0,good,unknown,dark,male,deceased
public identity,bad characters,black eyes,violet hair,male characters,deceased characters,9.0,1983.0,bad,light,dark,male,deceased
public identity,good characters,violet eyes,blond hair,female characters,deceased characters,9.0,1983.0,good,light,light,female,deceased
public identity,bad characters,unknown,black hair,male characters,deceased characters,9.0,1983.0,bad,dark,unknown,male,deceased
secret identity,good characters,brown eyes,black hair,male characters,living characters,9.0,1982.0,good,dark,dark,male,living
secret identity,bad characters,blue eyes,black hair,female characters,deceased characters,9.0,1982.0,bad,dark,light,female,deceased
public identity,neutral characters,brown eyes,brown hair,male characters,deceased characters,9.0,1982.0,neutral,dark,dark,male,deceased
secret identity,good characters,unknown,blond hair,female characters,living characters,9.0,1982.0,good,light,unknown,female,living
identity unknown,good characters,unknown,unknown,male characters,living characters,9.0,1981.0,good,unknown,unknown,male,living
secret identity,good characters,unknown,red hair,male characters,living characters,9.0,1980.0,good,dark,unknown,male,living
secret identity,good characters,unknown,blond hair,female characters,deceased characters,9.0,1979.0,good,light,unknown,female,deceased
public identity,bad characters,unknown,grey hair,male characters,living characters,9.0,1978.0,bad,light,unknown,male,living
identity unknown,good characters,unknown,unknown,male characters,living characters,9.0,1978.0,good,unknown,unknown,male,living
identity unknown,good characters,unknown,brown hair,male characters,living characters,9.0,1977.0,good,dark,unknown,male,living
identity unknown,bad characters,red eyes,unknown,male characters,deceased characters,9.0,1971.0,bad,unknown,others,male,deceased
public identity,good characters,unknown,brown hair,male characters,living characters,9.0,1971.0,good,dark,unknown,male,living
public identity,good characters,unknown,unknown,male characters,living characters,9.0,1971.0,good,unknown,unknown,male,living
identity unknown,good characters,unknown,white hair,male characters,deceased characters,9.0,1971.0,good,light,unknown,male,deceased
public identity,good characters,unknown,blond hair,female characters,living characters,9.0,1969.0,good,light,unknown,female,living
public identity,good characters,blue eyes,red hair,female characters,living characters,9.0,1968.0,good,dark,light,female,living
identity unknown,bad characters,black eyes,unknown,male characters,deceased characters,9.0,1968.0,bad,unknown,dark,male,deceased
secret identity,bad characters,unknown,unknown,male characters,deceased characters,9.0,1968.0,bad,unknown,unknown,male,deceased
identity unknown,bad characters,blue eyes,brown hair,male characters,living characters,9.0,1967.0,bad,dark,light,male,living
public identity,good characters,unknown,brown hair,female characters,deceased characters,9.0,1967.0,good,dark,unknown,female,deceased
public identity,good characters,blue eyes,blond hair,male characters,deceased characters,9.0,1967.0,good,light,light,male,deceased
public identity,bad characters,unknown,grey hair,male characters,living characters,9.0,1967.0,bad,light,unknown,male,living
public identity,neutral characters,black eyes,red hair,male characters,living characters,9.0,1966.0,neutral,dark,dark,male,living
secret identity,bad characters,brown eyes,blond hair,male characters,deceased characters,9.0,1966.0,bad,light,dark,male,deceased
public identity,unknown,unknown,red hair,female characters,living characters,9.0,1962.0,unknown,dark,unknown,female,living
public identity,bad characters,unknown,unknown,male characters,living characters,9.0,1962.0,bad,unknown,unknown,male,living
identity unknown,bad characters,unknown,unknown,male characters,living characters,9.0,1958.0,bad,unknown,unknown,male,living
secret identity,bad characters,unknown,unknown,male characters,living characters,9.0,1958.0,bad,unknown,unknown,male,living
secret identity,good characters,black eyes,black hair,male characters,deceased characters,9.0,1955.0,good,dark,dark,male,deceased
public identity,bad characters,unknown,black hair,male characters,living characters,9.0,1955.0,bad,dark,unknown,male,living
public identity,good characters,brown eyes,brown hair,male characters,living characters,9.0,1950.0,good,dark,dark,male,living
public identity,good characters,blue eyes,unknown,male characters,living characters,9.0,1950.0,good,unknown,light,male,living
public identity,unknown,unknown,unknown,male characters,living characters,9.0,1944.0,unknown,unknown,unknown,male,living
identity unknown,good characters,unknown,white hair,male characters,deceased characters,9.0,1941.0,good,light,unknown,male,deceased
public identity,good characters,brown eyes,white hair,male characters,deceased characters,9.0,1940.0,good,light,dark,male,deceased
public identity,bad characters,blue eyes,unknown,male characters,living characters,9.0,1940.0,bad,unknown,light,male,living
public identity,bad characters,blue eyes,unknown,male characters,deceased characters,9.0,1940.0,bad,unknown,light,male,deceased
public identity,bad characters,unknown,unknown,male characters,living characters,8.0,2011.0,bad,unknown,unknown,male,living
secret identity,unknown,unknown,brown hair,male characters,living characters,8.0,2010.0,unknown,dark,unknown,male,living
public identity,good characters,green eyes,red hair,female characters,deceased characters,8.0,2010.0,good,dark,light,female,deceased
secret identity,good characters,unknown,unknown,male characters,living characters,8.0,2010.0,good,unknown,unknown,male,living
public identity,good characters,brown eyes,brown hair,female characters,living characters,8.0,2010.0,good,dark,dark,female,living
public identity,good characters,unknown,black hair,female characters,living characters,8.0,2009.0,good,dark,unknown,female,living
identity unknown,unknown,unknown,unknown,male characters,living characters,8.0,2009.0,unknown,unknown,unknown,male,living
identity unknown,good characters,unknown,black hair,female characters,living characters,8.0,2009.0,good,dark,unknown,female,living
identity unknown,good characters,unknown,brown hair,male characters,deceased characters,8.0,2009.0,good,dark,unknown,male,deceased
public identity,unknown,unknown,black hair,female characters,living characters,8.0,2009.0,unknown,dark,unknown,female,living
secret identity,good characters,yellow eyes,unknown,female characters,living characters,8.0,2009.0,good,unknown,light,female,living
secret identity,bad characters,brown eyes,brown hair,female characters,living characters,8.0,2008.0,bad,dark,dark,female,living
secret identity,neutral characters,brown eyes,brown hair,male characters,living characters,8.0,2008.0,neutral,dark,dark,male,living
public identity,bad characters,grey eyes,black hair,male characters,deceased characters,8.0,2008.0,bad,dark,light,male,deceased
secret identity,good characters,unknown,unknown,female characters,living characters,8.0,2008.0,good,unknown,unknown,female,living
public identity,good characters,grey eyes,black hair,female characters,living characters,8.0,2008.0,good,dark,light,female,living
secret identity,bad characters,unknown,brown hair,male characters,living characters,8.0,2008.0,bad,dark,unknown,male,living
public identity,unknown,unknown,black hair,female characters,living characters,8.0,2008.0,unknown,dark,unknown,female,living
public identity,good characters,yellow eyes,unknown,male characters,living characters,8.0,2008.0,good,unknown,light,male,living
secret identity,good characters,unknown,unknown,male characters,deceased characters,8.0,2008.0,good,unknown,unknown,male,deceased
identity unknown,good characters,brown eyes,black hair,female characters,living characters,8.0,2008.0,good,dark,dark,female,living
public identity,bad characters,green eyes,unknown,female characters,deceased characters,8.0,2008.0,bad,unknown,light,female,deceased
public identity,neutral characters,black eyes,black hair,female characters,living characters,8.0,2007.0,neutral,dark,dark,female,living
public identity,unknown,green eyes,brown hair,male characters,living characters,8.0,2007.0,unknown,dark,light,male,living
secret identity,unknown,blue eyes,unknown,male characters,deceased characters,8.0,2007.0,unknown,unknown,light,male,deceased
public identity,bad characters,blue eyes,blond hair,male characters,deceased characters,8.0,2007.0,bad,light,light,male,deceased
identity unknown,good characters,unknown,unknown,male characters,living characters,8.0,2007.0,good,unknown,unknown,male,living
secret identity,unknown,yellow eyes,unknown,male characters,deceased characters,8.0,2007.0,unknown,unknown,light,male,deceased
public identity,good characters,green eyes,red hair,female characters,living characters,8.0,2006.0,good,dark,light,female,living
secret identity,bad characters,unknown,blond hair,female characters,living characters,8.0,2006.0,bad,light,unknown,female,living
identity unknown,good characters,unknown,black hair,female characters,living characters,8.0,2006.0,good,dark,unknown,female,living
identity unknown,bad characters,unknown,black hair,male characters,living characters,8.0,2006.0,bad,dark,unknown,male,living
public identity,good characters,unknown,brown hair,male characters,living characters,8.0,2006.0,good,dark,unknown,male,living
public identity,good characters,unknown,grey hair,male characters,living characters,8.0,2006.0,good,light,unknown,male,living
secret identity,good characters,brown eyes,black hair,female characters,living characters,8.0,2006.0,good,dark,dark,female,living
identity unknown,bad characters,blue eyes,black hair,female characters,living characters,8.0,2006.0,bad,dark,light,female,living
public identity,good characters,unknown,red hair,female characters,living characters,8.0,2006.0,good,dark,unknown,female,living
secret identity,bad characters,blue eyes,red hair,female characters,deceased characters,8.0,2006.0,bad,dark,light,female,deceased
identity unknown,unknown,unknown,unknown,male characters,living characters,8.0,2006.0,unknown,unknown,unknown,male,living
public identity,bad characters,unknown,blond hair,male characters,living characters,8.0,2006.0,bad,light,unknown,male,living
identity unknown,bad characters,unknown,unknown,male characters,living characters,8.0,2005.0,bad,unknown,unknown,male,living
identity unknown,good characters,unknown,unknown,male characters,living characters,8.0,2005.0,good,unknown,unknown,male,living
identity unknown,good characters,black eyes,white hair,female characters,living characters,8.0,2005.0,good,light,dark,female,living
public identity,bad characters,unknown,white hair,male characters,deceased characters,8.0,2005.0,bad,light,unknown,male,deceased
secret identity,bad characters,unknown,unknown,female characters,living characters,8.0,2004.0,bad,unknown,unknown,female,living
public identity,bad characters,unknown,blond hair,female characters,living characters,8.0,2004.0,bad,light,unknown,female,living
public identity,bad characters,blue eyes,black hair,male characters,deceased characters,8.0,2004.0,bad,dark,light,male,deceased
identity unknown,good characters,brown eyes,brown hair,male characters,living characters,8.0,2004.0,good,dark,dark,male,living
identity unknown,bad characters,green eyes,black hair,female characters,living characters,8.0,2004.0,bad,dark,light,female,living
secret identity,bad characters,unknown,unknown,male characters,deceased characters,8.0,2004.0,bad,unknown,unknown,male,deceased
identity unknown,good characters,brown eyes,white hair,male characters,deceased characters,8.0,2003.0,good,light,dark,male,deceased
identity unknown,bad characters,brown eyes,black hair,male characters,deceased characters,8.0,2002.0,bad,dark,dark,male,deceased
identity unknown,bad characters,unknown,white hair,male characters,living characters,8.0,2002.0,bad,light,unknown,male,living
public identity,good characters,black eyes,black hair,male characters,living characters,8.0,2002.0,good,dark,dark,male,living
secret identity,bad characters,unknown,unknown,male characters,living characters,8.0,2002.0,bad,unknown,unknown,male,living
secret identity,neutral characters,brown eyes,black hair,male characters,deceased characters,8.0,2002.0,neutral,dark,dark,male,deceased
secret identity,good characters,unknown,unknown,male characters,deceased characters,8.0,2002.0,good,unknown,unknown,male,deceased
identity unknown,good characters,brown eyes,brown hair,female characters,living characters,8.0,2001.0,good,dark,dark,female,living
secret identity,good characters,photocellular eyes,unknown,male characters,living characters,8.0,2001.0,good,unknown,others,male,living
public identity,bad characters,green eyes,unknown,unknown,living characters,8.0,2001.0,bad,unknown,light,unknown,living
identity unknown,unknown,blue eyes,blond hair,male characters,deceased characters,8.0,2001.0,unknown,light,light,male,deceased
identity unknown,neutral characters,unknown,unknown,male characters,deceased characters,8.0,2000.0,neutral,unknown,unknown,male,deceased
public identity,good characters,unknown,black hair,male characters,living characters,8.0,2000.0,good,dark,unknown,male,living
public identity,good characters,unknown,brown hair,female characters,living characters,8.0,2000.0,good,dark,unknown,female,living
identity unknown,bad characters,unknown,unknown,unknown,deceased characters,8.0,2000.0,bad,unknown,unknown,unknown,deceased
public identity,bad characters,unknown,silver hair,male characters,deceased characters,8.0,2000.0,bad,light,unknown,male,deceased
secret identity,bad characters,blue eyes,black hair,female characters,living characters,8.0,2000.0,bad,dark,light,female,living
identity unknown,neutral characters,unknown,unknown,unknown,living characters,8.0,1999.0,neutral,unknown,unknown,unknown,living
identity unknown,good characters,unknown,black hair,male characters,living characters,8.0,1999.0,good,dark,unknown,male,living
identity unknown,neutral characters,brown eyes,brown hair,male characters,living characters,8.0,1999.0,neutral,dark,dark,male,living
secret identity,good characters,black eyes,black hair,male characters,living characters,8.0,1999.0,good,dark,dark,male,living
secret identity,bad characters,black eyes,blond hair,female characters,living characters,8.0,1999.0,bad,light,dark,female,living
public identity,good characters,black eyes,unknown,male characters,deceased characters,8.0,1999.0,good,unknown,dark,male,deceased
secret identity,bad characters,unknown,unknown,male characters,living characters,8.0,1998.0,bad,unknown,unknown,male,living
identity unknown,unknown,unknown,red hair,female characters,living characters,8.0,1998.0,unknown,dark,unknown,female,living
identity unknown,bad characters,unknown,unknown,genderless characters,living characters,8.0,1998.0,bad,unknown,unknown,genderless,living
identity unknown,bad characters,unknown,blond hair,male characters,living characters,8.0,1998.0,bad,light,unknown,male,living
public identity,good characters,unknown,unknown,male characters,living characters,8.0,1998.0,good,unknown,unknown,male,living
public identity,bad characters,unknown,unknown,male characters,living characters,8.0,1998.0,bad,unknown,unknown,male,living
identity unknown,good characters,unknown,orange hair,male characters,living characters,8.0,1998.0,good,light,unknown,male,living
identity unknown,good characters,unknown,brown hair,male characters,living characters,8.0,1997.0,good,dark,unknown,male,living
secret identity,bad characters,white eyes,red hair,male characters,living characters,8.0,1997.0,bad,dark,light,male,living
secret identity,good characters,unknown,unknown,male characters,deceased characters,8.0,1997.0,good,unknown,unknown,male,deceased
public identity,unknown,unknown,blond hair,male characters,deceased characters,8.0,1997.0,unknown,light,unknown,male,deceased
public identity,good characters,unknown,brown hair,female characters,living characters,8.0,1997.0,good,dark,unknown,female,living
secret identity,bad characters,unknown,unknown,male characters,living characters,8.0,1997.0,bad,unknown,unknown,male,living
identity unknown,unknown,unknown,unknown,male characters,living characters,8.0,1997.0,unknown,unknown,unknown,male,living
public identity,bad characters,unknown,unknown,male characters,living characters,8.0,1996.0,bad,unknown,unknown,male,living
